address,latitude,longitude,dateNtime,temp,precip,windSpeed,windDir,windGust,pressure,conditions
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 12:00:00",23.6,0.1,11.2,197.8,11.9,1006,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 13:00:00",23.9,0,12,199.8,12.1,1006,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 14:00:00",24.4,0,12.8,201.9,12.4,1006,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 15:00:00",24.8,0,13.7,203.9,12.6,1006,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 16:00:00",24.7,0,12.6,208.9,11.2,1005.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 17:00:00",24.6,0,11.5,213.9,9.7,1005.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 18:00:00",24.6,0,10.4,218.9,8.3,1005,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 19:00:00",23.7,0,8.6,227.4,7.4,1005.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 20:00:00",22.9,0,6.8,235.8,6.6,1006.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 21:00:00",22.1,0,5,244.3,5.8,1007,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 22:00:00",21.9,0,4.8,268.5,5.4,1007.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-28 23:00:00",21.8,0,4.6,292.6,5,1007.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 00:00:00",21.7,0,4.3,316.8,4.7,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 01:00:00",21.4,0,4.3,315,4.6,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 02:00:00",21.1,0,4.3,313.1,4.4,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 03:00:00",20.9,0,4.3,311.3,4.3,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 04:00:00",20.6,0,5,212.1,5,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 05:00:00",20.3,0,5.8,113,5.8,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 06:00:00",20.1,0,6.5,13.8,6.5,1008,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 07:00:00",20.8,0,5.8,13.9,5.9,1008.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 08:00:00",21.5,0,5,13.9,5.3,1008.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 09:00:00",22.2,0,4.3,14,4.7,1009,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 10:00:00",23.4,0,4.1,83.1,4.4,1009.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 11:00:00",24.6,0,3.8,152.3,4.2,1009.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 12:00:00",25.9,0,3.6,221.4,4,1010,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 13:00:00",26.2,0,7.6,218.8,5.9,1010,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 14:00:00",26.5,0,11.5,216.3,7.8,1010,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 15:00:00",26.9,0,15.5,213.7,9.7,1010,"Partially cloudy"
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 16:00:00",26.6,0,13,195.6,8.6,1010,"Partially cloudy"
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 17:00:00",26.3,0,10.4,177.6,7.6,1010,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 18:00:00",26,0,7.9,159.5,6.5,1010,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 19:00:00",25,0,7.2,165.6,6.4,1010.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 20:00:00",24.1,0,6.5,171.6,6.2,1010.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 21:00:00",23.2,0,5.8,177.7,6.1,1011,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 22:00:00",22.7,0,5.2,199.7,5.5,1011.3,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-29 23:00:00",22.2,0,4.6,221.6,4.9,1011.7,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-30 00:00:00",21.7,0,4,243.6,4.3,1012,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-30 01:00:00",21.4,0,3.4,249.9,4,1012,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-30 02:00:00",21.1,0,2.8,256.3,3.6,1012,Clear
"Αθήνα, Αττική, Ελληνικη Δημοκρατια",37.9761,23.7364,"2022-09-30 03:00:00",20.8,0,2.2,262.6,3.2,1012,Clear
